state,sex,emplnw,emptype1,emptype2,emptype3,stud,job5a,job5b,job5c,job5d,auto1a,auto1b,auto1c,auto1d,auto1e,auto2,auto3,age,marital,par,educ2,edinst,disa,ideo,race,inc,zipcode
6,1,3, , , ,3, , , , , , , , , , ,2,76,2,2,8, ,1,5,1,8,94598
5,1,3, , , ,3, , , , , , , , , , ,3,78,5,2,3, ,2,1,1,2,72455
47,2,3, , , ,3, , , , , , , , , , ,2,70,1,2,3, ,1,4,1,99,37062
48,1,3, , , ,3, , , , , , , , , , ,2,62,1,2,3, ,2,3,1,5,78584
55,1,3, , , ,3, , , , , , , , , , ,3,67,1,2,3, ,2,1,1,99,54498
27,1,1,3,2,2,1,1,1,1,1,3,3,3,3,3,2,4,50,1,2,6,8,2,3,1,8,55123
41,2,3, , , ,3, , , , , , , , , , ,2,87,5,2,6, ,2,3,1,6,97504
4,2,1,4,1, ,3,1,1,1,2,4,4,4,4,4,2,3,51,1,1,3, ,1,3,1,6,85541
6,2,1,6,2,1,3,1,1,2,1,4,4,4,4,4,1,3,26,1,1,6, ,2,2,1,7,95961
41,2,1,4,1, ,3,2,2,2,1,3,3,3,3,3,2,2,52,1,2,4, ,2,3,1,8,97116
46,2,3, , , ,3, , , , , , , , , , ,2,64,1,2,8, ,2,5,1,98,57702
37,2,1,2,1, ,3,2,2,2,1,1,1,1,1,1,8,2,55,4,9,3, ,2,3,1,2,28081
44,2,3, , , ,3, , , , , , , , , , ,2,65,1,2,5, ,2,5,3,6,2882
12,2,3, , , ,3, , , , , , , , , , ,3,64,1,2,4, ,2,1,1,7,32177
47,1,2,3,2,1,3,1,1,2,2,3,1,2,3,2,2,2,60,3,2,6, ,1,3,1,6,37312
39,2,3, , , ,3, , , , , , , , , , ,3,59,1,2,3, ,2,3,1,7,45248
34,1,1,3,1, ,3,1,2,2,2,4,4,4,4,4,1,4,45,1,1,4, ,2,2,1,2,8520
36,1,1,1,1, ,1,1,1,2,1,4,4,4,3,4,2,2,22,6,2,3,3,2,3,3,4,11432
42,2,3, , , ,3, , , , , , , , , , ,2,80,1,2,8, ,2,1,1,6,15237
37,2,2,1,1, ,3,1,2,2,2,4,4,4,4,4,2,2,33,1,1,3, ,2,3,1,4,28690
51,2,4, , , ,1, , , , , , , , , , ,3,18,6,2,1,1,2,3,1,3,23075
36,1,1,5,2,1,3,1,1,1,1,4,4,4,2,4,2,2,32,1,2,8, ,2,3,1,6,13778
54,1,3, , , ,3, , , , , , , , , , ,1,82,1,2,4, ,1,2,1,4,26554
26,2,2,5,2,4,3,1,1,1,2,4,4,4,4,4,3,2,83,1,2,4, ,2,1,1,9,49120
34,2,3, , , ,3, , , , , , , , , , ,8,75,1,2,3, ,2,2,1,1,7013
45,2,3, , , ,3, , , , , , , , , , ,1,60,3,2,2, ,1,3,1,6,29171
25,1,3, , , ,3, , , , , , , , , , ,2,72,3,2,7, ,2,5,2,6,1832
36,1,1,1,2,2,3,1,1,1,2,3,3,3,3,3,2,2,24,6,2,6, ,2,3,3,99,11220
36,1,1,2,2,5,3,1,1,2,1,3,4,4,4,4,1,2,21,2,2,6, ,2,4,1,1,13045
26,2,6, , , ,3, , , , , , , , , , ,1,59,1,2,4, ,1,3,5,1,49525
20,2,2,3,2,5,3,2,2,2,2,4,4,4,4,4,4,1,77,5,1,7, ,2,3,1,3,67401
48,2,4, , , ,3, , , , , , , , , , ,2,61,6,9,3, ,2,3,2,3,76704
25,2,3, , , ,3, , , , , , , , , , ,1,81,5,2,3, ,2,4,1,99,1844
13,2,3, , , ,3, , , , , , , , , , ,2,89,1,2,4, ,1,2,1,3,30523
39,1,3, , , ,3, , , , , , , , , , ,1,70,5,2,4, ,2,1,2,99,45426
12,2,2,3,2,5,3,1,2,1,1,3,1,3,1,1,2,2,27,2,1,2, ,2,5,1,2,33328
24,2,3, , , ,3, , , , , , , , , , ,3,66,5,2,6, ,1,4,1,4,20906
17,2,1,5,2,2,3,1,1,1,1,4,4,4,4,4,2,2,61,1,2,4, ,2,1,1,6,60188
31,1,1,2,2,2,3,1,1,2,2,4,4,4,4,4,2,1,52,1,1,6, ,2,2,1,6,68465
26,1,2,8,2,1,3,2,1,1,2,4,4,4,4,4,2,2,75,1,2,6, ,2,1,1,98,48307
34,2,2,3,2,4,3,1,2,2,2,3,4,4,4,4,2,3,64,1,2,8, ,2,9,1,6,8515
25,2,3, , , ,3, , , , , , , , , , ,2,62,1,2,3, ,2,2,2,1,1832
25,2,1,3,1, ,3,1,1,1,1,4,4,4,2,4,3,8,65,3,2,4, ,2,3,1,7,2356
33,1,2,4,2,3,3,1,1,1,1,3,2,3,4,3,1,3,79,2,2,4, ,2,1,1,98,3894
18,1,1,6,2,1,3,1,1,1,1,4,4,4,4,2,2,2,63,1,2,5, ,2,3,1,7,46307
55,1,3, , , ,3, , , , , , , , , , ,3,84,1,2,4, ,2,4,1,5,53168
27,1,1,2,1, ,3,1,2,1,1,4,4,4,4,4,2,3,26,1,1,3, ,2,3,1,2,55806
48,1,6, , , ,3, , , , , , , , , , ,8,63,1,2,6, ,1,4,5,3,76712
31,1,3, , , ,3, , , , , , , , , , ,1,57,5,2,2, ,1,2,1,1,68521
48,2,3, , , ,3, , , , , , , , , , ,8,86,1,2,6, ,2,3,1,98,76706
1,1,4, , , ,3, , , , , , , , , , ,1,47,3,1,4, ,1,2,1,3,35063
17,1,3, , , ,3, , , , , , , , , , ,2,67,1,2,6, ,2,3,1,8,60012
48,2,3, , , ,2, , , , , , , , , , ,1,68,5,2,3,8,1,8,1,2,79701
37,2,1,5,1, ,3,1,1,1,1,4,4,4,4,4,1,3,51,1,2,4, ,2,2,1,5,27012
27,1,1,1,1, ,3,1,2,2,1,3,3,3,3,3,2,2,53,1,2,6, ,2,3,1,7,55044
40,2,3, , , ,3, , , , , , , , , , ,2,81,5,2,7, ,1,3,1,2,74523
31,2,3, , , ,3, , , , , , , , , , ,3,80,5,2,3, ,2,1,1,3,68786
37,1,1,1,2,2,2,1,1,1,2,2,3,3,2,2,2,3,99,1,1,7,3,2,9,9,99,27103
37,1,1,5,2,1,3,1,2,1,2,4,4,4,4,4,3,1,44,1,2,8, ,2,4,8,9,28269
36,2,1,1,2,4,3,2,1,1,1,4,4,4,4,4,2,3,45,6,1,4, ,2,3,2,99,11366
42,1,3, , , ,3, , , , , , , , , , ,1,66,3,2,8, ,2,2,1,8,18055
51,1,1,3,2,1,3,1,1,1,2,4,4,4,4,4,1,4,66,6,2,8, ,2,4,1,3,23831
12,2,4, , , ,3, , , , , , , , , , ,2,31,2,1,4, ,2,3,1,3,33974
8,2,3, , , ,3, , , , , , , , , , ,2,76,5,2,6, ,2,1,1,99,80014
8,1,3, , , ,3, , , , , , , , , , ,3,63,1,2,3, ,2,2,1,5,81230
8,2,3, , , ,3, , , , , , , , , , ,3,61,6,2,6, ,1,2,1,1,80003
20,1,3, , , ,3, , , , , , , , , , ,2,82,1,2,8, ,2,4,1,99,67354
37,2,3, , , ,3, , , , , , , , , , ,3,72,5,2,3, ,1,8,1,2,28445
32,2,1,5,2,4,3,1,1,1,1,4,3,4,3,3,2,3,52,1,2,8, ,2,2,1,9,89523
12,2,3, , , ,3, , , , , , , , , , ,2,72,5,2,3, ,2,3,1,6,33771
45,2,1,6,2,1,3,1,1,1,1,4,4,4,4,4,1,3,30,6,2,8, ,2,3,1,2,29687
39,2,3, , , ,2, , , , , , , , , , ,1,68,5,2,8,8,2,3,1,98,44121
36,2,1,1,2,1,3,1,1,2,1,4,2,4,2,4,4,1,52,1,1,6, ,2,3,1,9,11740
6,2,3, , , ,3, , , , , , , , , , ,2,81,3,2,4, ,1,2,2,99,94531
6,1,1,1,2,1,3,1,1,1,2,3,3,4,2,3,2,2,55,1,1,6, ,2,3,1,9,94945
1,1,1,3,2,1,3,1,1,1,1,4,4,4,4,4,1,1,53,1,2,4, ,2,1,1,8,35769
6,1,3, , , ,3, , , , , , , , , , ,2,66,1,2,5, ,2,2,1,8,95661
6,2,3, , , ,3, , , , , , , , , , ,2,75,1,2,4, ,2,2,1,3,95971
6,1,3, , , ,3, , , , , , , , , , ,2,84,5,2,4, ,2,3,2,2,90034
4,1,1,1,2,4,3,1,1,1,1,2,4,4,4,4,2,3,66,1,2,6, ,1,3,1,99,85296
48,2,1,5,2,1,1,1,1,1,2,4,4,4,4,4,1,3,42,1,1,6,3,2,1,1,7,75431
5,2,3, , , ,3, , , , , , , , , , ,2,64,1,2,3, ,1,9,1,5,72727
27,2,2,2,1, ,1,1,2,2,1,4,4,4,4,4,2,2,18,6,2,3,2,2,3,1,98,55025
55,1,2,8,1, ,3,2,2,2,1,4,3,4,4,3,1,1,54,5,2,2, ,1,3,1,3,54428
6,1,3, , , ,3, , , , , , , , , , ,3,64,1,2,8, ,2,3,1,7,94611
6,2,3, , , ,3, , , , , , , , , , ,1,80,3,2,5, ,1,3,1,2,92821
6,1,3, , , ,3, , , , , , , , , , ,2,86,1,2,8, ,2,3,1,8,93420
6,2,3, , , ,3, , , , , , , , , , ,2,77,1,2,3, ,2,4,1,3,96003
6,1,1,1,2,1,3,2,1,1,1,3,4,4,4,1,1,2,50,1,1,8, ,2,4,1,9,94301
41,1,3, , , ,3, , , , , , , , , , ,2,61,3,2,4, ,1,3,1,4,97381
6,2,1,1,2,2,3,1,2,1,1,2,4,4,4,4,3,3,50,1,2,8, ,2,3,1,8,92026
41,2,1,5,2,1,3,1,1,1,2,4,4,4,4,2,2,4,99,9,9,99, ,9,5,9,99,97405
36,1,2,1,2,1,3,1,1,1,2,4,4,4,4,4,2,3,22,6,2,6, ,2,3,2,6,11096
11,2,3, , , ,3, , , , , , , , , , ,3,73,5,2,6, ,2,4,1,6,20007
37,1,3, , , ,3, , , , , , , , , , ,2,71,1,2,4, ,1,1,1,3,28147
42,2,1,6,1, ,3,1,2,1,2,3,4,3,4,3,2,2,36,2,1,5, ,2,3,1,6,15066
36,1,1,2,1, ,3,2,2,2,1,2,4,4,4,3,3,2,61,1,1,4, ,2,5,1,5,10016
18,2,1,6,2,1,3,1,1,1,2,4,4,4,2,2,2,2,52,1,2,8, ,2,1,1,8,47802
54,2,3, , , ,3, , , , , , , , , , ,4,75,3,2,3, ,1,3,1,1,24740
37,2,3, , , ,3, , , , , , , , , , ,3,83,5,2,7, ,2,4,1,99,28557
36,2,5,3,2,1,3,1,1,1,2,4,4,4,4,4,1,2,45,1,1,3, ,2,3,6,8,12524
51,1,3, , , ,3, , , , , , , , , , ,2,72,1,2,3, ,2,1,2,5,23607
37,2,3, , , ,3, , , , , , , , , , ,3,70,8,2,3, ,2,4,2,8,27203
36,2,4, , , ,3, , , , , , , , , , ,2,62,1,2,3, ,2,2,1,99,11219
51,2,4, , , ,3, , , , , , , , , , ,1,30,1,1,8, ,2,3,1,7,22406
20,2,3, , , ,3, , , , , , , , , , ,2,74,5,2,8, ,1,4,1,7,67220
42,2,3, , , ,3, , , , , , , , , , ,2,81,1,2,3, ,2,3,1,4,18103
40,2,3, , , ,3, , , , , , , , , , ,3,62,5,2,6, ,2,5,1,99,74733
25,2,3, , , ,2, , , , , , , , , , ,1,78,1,2,8,8,2,3,1,99,2465
9,2,3, , , ,3, , , , , , , , , , ,2,74,5,2,6, ,1,3,2,1,6902
34,2,3, , , ,3, , , , , , , , , , ,8,97,5,2,4, ,1,1,2,6,8016
37,1,3, , , ,3, , , , , , , , , , ,1,71,1,2,4, ,2,3,2,6,27406
48,2,3, , , ,3, , , , , , , , , , ,2,70,1,2,6, ,2,3,1,7,78633
39,1,1,2,1, ,3,1,1,1,1,4,2,4,4,4,2,3,48,1,1,5, ,2,3,1,8,44408
26,2,3, , , ,3, , , , , , , , , , ,2,67,3,2,3, ,2,2,1,98,48229
50,1,2,3,2,5,1,1,2,1,1,2,4,4,4,4,2,2,20,6,2,3,2,2,3,1,5,5468
34,2,1,2,2,1,3,1,1,1,1,4,4,4,3,3,3,2,62,2,2,8, ,2,4,1,8,8723
34,2,3, , , ,3, , , , , , , , , , ,8,72,1,2,8, ,2,3,1,9,8735
39,2,3, , , ,3, , , , , , , , , , ,3,64,1,2,5, ,1,3,9,99,44128
50,2,4, , , ,3, , , , , , , , , , ,4,32,6,1,5, ,2,2,1,98,5156
19,2,2,6,1, ,3,1,1,1,2,4,4,4,4,4,1,3,59,1,2,6, ,2,3,1,8,51503
26,2,4, , , ,3, , , , , , , , , , ,2,50,1,1,4, ,2,1,1,99,48446
42,1,3, , , ,3, , , , , , , , , , ,2,89,5,2,3, ,2,3,1,6,15767
13,2,1,1,1, ,3,1,1,1,1,4,4,4,4,4,2,2,30,3,2,6, ,2,3,2,5,31705
9,1,1,2,2,1,3,2,1,1,1,3,3,4,4,4,1,3,45,1,1,6, ,2,3,1,6,6013
55,1,3, , , ,3, , , , , , , , , , ,3,57,3,2,5, ,1,2,1,3,54801
9,2,4, , , ,3, , , , , , , , , , ,2,30,1,1,2, ,2,2,1,98,6105
18,2,2,6,2,2,3,1,2,1,2,3,3,4,4,4,2,3,63,1,2,6, ,2,2,1,6,47591
37,1,1,3,2,1,3,1,1,1,2,4,4,4,4,4,4,1,62,1,1,8, ,2,5,1,9,28117
36,2,1,1,2,2,3,1,1,1,1,4,4,4,4,4,1,3,62,1,2,8, ,2,3,2,8,13165
22,2,3, , , ,3, , , , , , , , , , ,2,67,5,2,4, ,1,4,1,4,70454
4,1,1,3,2,5,3,2,2,2,2,1,1,1,1,1,1,2,39,3,2,3, ,2,2,6,6,85210
12,1,3, , , ,3, , , , , , , , , , ,2,70,1,2,8, ,2,5,2,99,33067
47,1,4, , , ,3, , , , , , , , , , ,2,54,6,2,6, ,2,3,1,3,37072
12,2,6, , , ,3, , , , , , , , , , ,1,62,5,2,2, ,1,3,4,2,32140
51,1,3, , , ,3, , , , , , , , , , ,2,74,1,2,4, ,2,2,1,5,20181
18,1,1,1,1, ,3,2,1,2,1,4,4,4,4,4,2,2,30,1,2,6, ,2,2,1,7,47725
53,1,1,2,2,4,3,2,1,2,1,4,4,4,3,3,2,4,26,6,2,4, ,2,4,1,6,98012
6,2,4, , , ,3, , , , , , , , , , ,3,35,1,1,4, ,1,3,1,7,92124
6,2,3, , , ,3, , , , , , , , , , ,2,90,1,2,4, ,2,9,1,2,95661
39,2,2,1,1, ,3,1,1,1,2,4,4,4,4,4,1,3,61,1,2,5, ,2,4,1,6,44138
47,1,3, , , ,3, , , , , , , , , , ,3,60,3,2,6, ,2,5,1,3,37604
42,2,3, , , ,3, , , , , , , , , , ,2,99,5,2,8, ,1,8,1,99,16416
29,2,1,4,2,1,3,1,1,1,2,4,4,4,4,4,2,2,57,6,2,8, ,2,2,1,98,63084
36,1,1,2,2,2,3,1,1,1,2,4,4,4,1,1,2,4,60,4,1,7, ,2,5,1,7,10805
29,1,1,3,1, ,3,1,1,1,1,4,4,4,4,2,1,2,37,1,1,3, ,2,3,1,6,63139
49,2,4, , , ,3, , , , , , , , , , ,2,73,1,2,3, ,2,2,1,5,84305
4,1,1,4,1, ,2,1,1,1,1,4,4,4,4,4,1,2,35,1,1,6,8,2,5,6,6,85201
22,1,1,3,1, ,3,1,1,1,1,3,3,3,1,3,2,3,45,3,1,6, ,2,3,1,5,70452
17,2,1,6,2,2,3,1,1,1,2,4,4,4,4,4,2,2,43,1,2,8, ,2,3,2,7,61080
6,2,1,3,2,2,3,1,1,1,2,4,4,4,4,3,2,2,55,1,1,8, ,2,3,1,9,94002
6,1,1,3,1, ,3,1,1,1,2,4,4,4,4,4,1,3,38,6,2,3, ,2,4,1,3,93657
6,2,3, , , ,3, , , , , , , , , , ,2,56,5,2,3, ,2,3,1,4,96007
6,2,3, , , ,3, , , , , , , , , , ,2,83,1,2,8, ,2,5,1,99,94563
6,1,1,3,2,5,3,1,1,1,1,2,3,4,2,2,4,2,58,1,1,6, ,2,2,1,9,94066
6,2,1,5,2,1,2,1,2,1,2,4,3,4,4,1,2,3,44,4,1,7,3,2,5,1,6,92115
21,1,3, , , ,3, , , , , , , , , , ,2,78,1,2,3, ,2,1,1,99,40741
54,2,3, , , ,3, , , , , , , , , , ,2,70,1,2,2, ,2,3,1,2,25526
39,2,6, , , ,3, , , , , , , , , , ,2,63,6,2,3, ,1,3,1,1,45656
42,1,1,2,1, ,3,1,2,1,1,3,4,3,4,4,1,4,33,6,1,2, ,2,4,1,4,18056
42,2,2,3,1, ,1,1,2,1,1,4,4,4,4,4,1,4,22,6,2,3,2,2,3,1,1,18336
18,2,3, , , ,3, , , , , , , , , , ,2,83,5,2,4, ,2,3,1,3,47421
37,2,2,5,2,1,3,1,1,1,2,3,3,3,3,3,3,2,57,1,2,8, ,2,3,1,8,28127
26,2,3, , , ,3, , , , , , , , , , ,3,79,1,2,3, ,2,9,1,98,48371
12,1,3, , , ,2, , , , , , , , , , ,3,62,2,2,8,2,1,3,1,4,33142
50,1,3, , , ,3, , , , , , , , , , ,1,60,3,2,4, ,2,8,1,3,5851
47,2,4, , , ,3, , , , , , , , , , ,2,49,3,1,3, ,1,5,2,9,37086
55,2,4, , , ,2, , , , , , , , , , ,2,22,4,1,4,8,2,8,1,1,54980
5,2,3, , , ,3, , , , , , , , , , ,2,82,1,2,3, ,1,2,1,99,72714
55,1,3, , , ,3, , , , , , , , , , ,1,68,1,2,4, ,2,2,1,99,54521
25,2,5,3,1, ,3,1,2,1,1,4,4,4,2,4,2,2,51,1,1,5, ,2,4,1,7,2646
17,2,2,4,2,1,3,1,1,1,1,2,2,4,3,3,2,2,66,1,2,8, ,2,2,3,9,60523
54,1,4, , , ,3, , , , , , , , , , ,1,20,6,2,3, ,2,5,1,6,26582
20,1,3, , , ,3, , , , , , , , , , ,2,61,1,2,6, ,2,2,1,8,67212
51,1,3, , , ,3, , , , , , , , , , ,9,60,1,2,2, ,1,4,1,99,23231
12,2,3, , , ,2, , , , , , , , , , ,1,72,3,2,6,8,2,3,2,3,33313
49,2,2,3,1, ,3,1,1,1,1,4,4,4,4,4,1,2,53,1,2,4, ,2,3,1,5,84037
37,1,1,1,1, ,3,1,1,1,1,4,4,4,4,4,1,2,36,1,1,4, ,2,2,1,6,27278
39,1,1,4,1, ,3,1,1,1,1,4,4,4,4,4,3,4,55,6,2,3, ,2,2,1,4,45640
12,2,3, , , ,3, , , , , , , , , , ,1,67,1,2,6, ,2,2,1,6,34607
18,2,3, , , ,3, , , , , , , , , , ,1,61,1,2,3, ,2,2,1,7,46845
33,1,1,2,2,1,3,1,1,1,1,3,3,3,3,4,2,1,50,1,1,4, ,2,2,1,99,3303
49,1,3, , , ,3, , , , , , , , , , ,1,32,2,1,3, ,1,2,1,3,84520
4,1,3, , , ,3, , , , , , , , , , ,2,86,5,2,8, ,2,3,1,5,86351
18,2,1,5,2,1,3,1,2,1,2,3,4,4,2,4,2,3,55,2,2,8, ,2,3,1,6,47448
39,2,3, , , ,3, , , , , , , , , , ,2,69,5,2,3, ,1,2,1,3,44437
36,1,1,6,2,5,3,1,1,1,1,4,4,4,4,4,1,3,51,1,2,5, ,2,4,2,8,11233
41,2,2,5,2,1,3,1,1,1,2,4,2,4,4,4,2,4,61,2,1,6, ,2,5,1,6,97214
53,2,2,8,2,1,3,1,1,1,2,4,2,4,4,4,1,2,54,6,2,8, ,1,3,1,4,98026
12,2,1,3,1, ,3,1,1,1,1,4,4,1,4,4,1,1,44,1,1,4, ,2,3,1,4,33064
36,1,3, , , ,3, , , , , , , , , , ,2,64,1,2,3, ,2,8,1,5,14760
26,2,1,3,1, ,3,1,1,1,1,4,4,4,4,4,1,4,54,1,2,3, ,2,2,4,2,49505
17,2,3, , , ,3, , , , , , , , , , ,2,90,5,2,3, ,2,2,1,98,61701
18,2,2,5,2,1,3,1,1,1,1,4,4,4,4,4,1,2,58,1,2,8, ,2,2,1,6,46562
54,2,3, , , ,3, , , , , , , , , , ,2,59,1,2,8, ,2,3,1,7,24983
36,2,2,5,2,1,3,1,1,1,2,2,4,4,4,4,2,2,63,3,2,8, ,2,5,1,5,14883
37,1,3, , , ,3, , , , , , , , , , ,2,45,1,1,4, ,2,3,1,4,27204
25,2,2,1,2,5,3,1,1,1,1,3,3,3,1,3,2,2,48,1,2,4, ,1,8,1,3,2043
4,2,3, , , ,3, , , , , , , , , , ,2,66,1,2,4, ,2,4,5,4,85746
6,2,3, , , ,2, , , , , , , , , , ,1,65,3,2,6,8,2,2,2,5,91739
48,1,2,6,2,5,3,1,2,1,1,4,4,4,4,4,2,2,46,1,2,4, ,1,4,2,4,76208
8,2,1,1,2,1,3,1,1,1,1,4,4,4,4,2,2,2,48,1,1,6, ,2,3,1,7,80911
40,2,3, , , ,3, , , , , , , , , , ,2,76,1,2,8, ,2,4,1,6,74743
6,2,3, , , ,3, , , , , , , , , , ,1,79,5,2,6, ,2,3,1,5,92211
40,2,1,7,1, ,3,1,1,2,1,4,4,2,4,4,4,2,61,1,1,5, ,2,8,3,1,74014
6,2,2,5,2,1,3,2,1,1,2,4,2,4,4,2,2,2,67,1,2,8, ,2,5,1,6,94546
6,2,3, , , ,3, , , , , , , , , , ,3,70,1,2,6, ,2,1,1,99,93711
30,1,1,3,1, ,3,1,1,1,1,4,4,4,4,4,1,4,43,3,1,6, ,2,4,1,6,59401
6,2,3, , , ,3, , , , , , , , , , ,3,64,6,2,8, ,2,5,9,9,95608
6,1,2,3,2,5,3,1,1,1,2,4,4,4,4,4,2,8,65,5,2,4, ,2,2,1,5,92324
34,2,3, , , ,3, , , , , , , , , , ,2,80,1,2,3, ,2,3,1,6,8831
12,1,3, , , ,3, , , , , , , , , , ,3,65,4,2,4, ,1,2,1,6,33510
18,2,3, , , ,3, , , , , , , , , , ,1,72,5,2,3, ,2,9,1,99,46016
25,2,3, , , ,3, , , , , , , , , , ,1,70,5,2,3, ,2,3,1,4,2301
51,1,4, , , ,3, , , , , , , , , , ,1,50,6,2,4, ,2,3,1,8,22642
39,2,2,2,1, ,3,1,1,1,1,4,4,4,4,4,1,2,50,1,2,5, ,2,1,1,6,44813
12,2,3, , , ,3, , , , , , , , , , ,2,71,5,2,3, ,2,2,1,4,33594
37,1,4, , , ,3, , , , , , , , , , ,2,37,6,2,4, ,1,1,1,99,28742
39,2,3, , , ,3, , , , , , , , , , ,2,82,1,2,4, ,2,5,1,2,45320
24,1,3, , , ,3, , , , , , , , , , ,2,66,1,2,5, ,2,2,2,9,20712
39,2,3, , , ,3, , , , , , , , , , ,2,70,1,2,5, ,1,8,1,3,43160
34,2,3, , , ,3, , , , , , , , , , ,2,84,1,2,3, ,2,2,1,4,8079
17,2,4, , , ,1, , , , , , , , , , ,2,19,6,2,3,2,2,3,1,8,60077
17,1,1,4,1, ,3,2,1,1,2,1,1,4,2,2,2,2,50,6,2,6, ,2,4,1,5,60076
19,2,3, , , ,3, , , , , , , , , , ,2,88,5,2,6, ,1,2,1,4,50701
1,2,3, , , ,3, , , , , , , , , , ,2,66,5,1,3, ,2,2,1,99,35652
36,1,3, , , ,3, , , , , , , , , , ,3,67,1,2,4, ,2,3,1,5,12845
36,2,3, , , ,3, , , , , , , , , , ,3,86,1,2,3, ,2,8,1,98,12110
1,2,4, , , ,3, , , , , , , , , , ,1,44,1,1,8, ,2,8,2,2,36832
54,1,3, , , ,3, , , , , , , , , , ,2,67,1,2,3, ,2,3,1,6,26419
24,1,2,3,1, ,3,2,2,1,1,4,4,4,4,4,2,2,35,6,2,3, ,2,1,1,4,21651
51,2,3, , , ,3, , , , , , , , , , ,1,81,3,2,3, ,2,8,1,2,24141
26,2,3, , , ,3, , , , , , , , , , ,2,68,1,2,3, ,2,8,1,98,48240
8,2,3, , , ,3, , , , , , , , , , ,2,66,1,2,4, ,2,2,1,3,81504
8,2,2,7,2,6,1,2,1,1,1,4,4,4,3,4,2,2,47,1,2,8,3,2,3,1,7,81507
39,2,3, , , ,3, , , , , , , , , , ,1,72,1,2,3, ,2,3,1,7,45601
18,2,3, , , ,3, , , , , , , , , , ,3,60,1,2,5, ,2,3,1,7,46947
36,2,3, , , ,3, , , , , , , , , , ,1,59,6,2,4, ,2,3,1,2,14201
51,2,5,3,2,1,3,1,1,1,2,4,3,4,4,4,2,3,47,1,1,4, ,2,3,1,7,22546
12,2,4, , , ,3, , , , , , , , , , ,8,90,5,2,4, ,2,8,1,98,32606
8,1,1,3,2,1,3,1,1,2,1,3,3,3,4,1,2,2,56,1,2,3, ,2,3,1,5,80031
48,2,3, , , ,3, , , , , , , , , , ,3,77,5,2,3, ,1,9,1,99,75041
21,2,1,3,1, ,3,1,2,1,1,4,4,4,4,4,4,2,49,1,2,3, ,2,2,2,3,42129
42,2,3, , , ,3, , , , , , , , , , ,4,80,5,2,4, ,2,8,1,98,16365
17,1,3, , , ,3, , , , , , , , , , ,2,67,4,2,3, ,1,4,2,99,60649
40,1,2,1,1, ,3,1,2,1,1,3,4,4,4,4,1,3,65,1,2,3, ,2,8,1,2,74344
39,2,3, , , ,3, , , , , , , , , , ,2,72,1,2,6, ,2,3,1,6,43081
12,2,6, , , ,3, , , , , , , , , , ,2,64,1,2,7, ,1,3,1,98,34996
26,1,3, , , ,3, , , , , , , , , , ,3,73,6,2,4, ,2,3,1,1,48091
23,2,2,5,2,1,3,1,1,1,1,4,4,4,4,4,1,2,67,1,2,3, ,2,2,1,98,4074
12,2,3, , , ,3, , , , , , , , , , ,2,78,5,2,3, ,2,2,1,2,33540
37,2,3, , , ,3, , , , , , , , , , ,3,76,1,2,6, ,2,4,1,3,27330
6,2,4, , , ,3, , , , , , , , , , ,1,31,1,1,1, ,2,3,1,2,93454
6,1,3, , , ,3, , , , , , , , , , ,9,82,1,2,8, ,2,3,1,5,95425
6,2,3, , , ,3, , , , , , , , , , ,2,62,1,2,4, ,2,1,1,7,92692
55,1,3, , , ,3, , , , , , , , , , ,2,68,1,2,4, ,2,4,1,3,54847
1,2,1,4,2,1,3,1,1,1,2,4,4,4,3,4,3,3,53,1,2,8, ,2,2,1,8,35758
34,1,1,2,2,1,3,1,1,1,2,2,4,4,2,2,1,2,30,1,2,6, ,2,3,3,7,8902
51,2,1,7,1, ,3,1,1,1,1,4,4,4,4,4,1,3,58,1,2,8, ,2,2,1,7,23235
29,2,3, , , ,3, , , , , , , , , , ,2,72,1,2,6, ,2,2,1,6,64506
30,2,1,2,2,4,3,1,1,1,1,4,3,4,3,2,1,3,62,1,2,4, ,2,3,1,3,59860
53,1,3, , , ,3, , , , , , , , , , ,2,74,2,2,8, ,2,5,1,99,98042
5,2,1,1,1, ,3,2,1,2,2,4,4,4,3,4,2,2,58,1,2,4, ,2,3,1,6,72756
47,1,6, , , ,3, , , , , , , , , , ,2,59,1,2,4, ,1,4,2,6,37036
40,2,3, , , ,3, , , , , , , , , , ,2,66,5,2,4, ,2,3,2,98,74135
53,2,3, , , ,3, , , , , , , , , , ,2,79,5,2,8, ,2,2,1,3,98294
49,1,3, , , ,3, , , , , , , , , , ,8,74,1,2,6, ,2,4,1,6,84108
56,2,3, , , ,3, , , , , , , , , , ,2,73,1,2,3, ,2,3,1,99,82414
41,2,3, , , ,3, , , , , , , , , , ,2,68,1,2,4, ,1,2,1,3,97007
39,2,3, , , ,3, , , , , , , , , , ,1,61,1,2,5, ,1,2,1,6,43130
9,1,3, , , ,3, , , , , , , , , , ,1,72,1,2,5, ,2,3,1,99,6417
26,2,1,3,1, ,3,1,1,1,2,4,4,4,2,4,3,3,56,1,2,3, ,2,3,1,7,49534
36,2,4, , , ,3, , , , , , , , , , ,3,55,1,2,8, ,2,8,1,7,12886
25,1,1,3,2,1,3,1,1,1,2,3,2,4,2,3,1,3,62,1,2,8, ,2,3,1,9,2066
28,1,3, , , ,3, , , , , , , , , , ,1,75,6,2,2, ,1,5,1,1,39039
